"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2743","Повторное добавление книги в профиль пользователя","","Tue Jul 01 08:15:40 GMT 2025","passed","Tue Jul 01 08:15:43 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","repeatAddBook"
"","1601","Добавление одной случайной книги в профиль пользователя","","Tue Jul 01 08:15:44 GMT 2025","passed","Tue Jul 01 08:15:45 GMT 2025","","tests.api.AddBookTest","tests.api.AddBookTest","bookShouldBeAddedToUserProfile"
"","4916","Добавлена книга: You Don't Know JS","","Tue Jul 01 08:15:54 GMT 2025","passed","Tue Jul 01 08:15:59 GMT 2025","","tests.api_UI.AddBookTest","tests.api_UI.AddBookTest","bookShouldAppearInUserProfileAfterApiAddition"
"","2627","Добавление нескольких случайных книг в профиль пользователя","","Tue Jul 01 08:15:45 GMT 2025","passed","Tue Jul 01 08:15:48 GMT 2025","","tests.api.AddBookTest","tests.api.AddBookTest","booksShouldBeAddedToUserProfile"
"","0","Удаление нескольких книг из профиля пользователя","","Tue Jul 01 08:16:05 GMT 2025","skipped","Tue Jul 01 08:16:05 GMT 2025","","tests.api_UI.DeleteBookTest","tests.api_UI.DeleteBookTest","deleteOneBookFromUserProfile"
"","4341","Успешная авторизация через UI","","Tue Jul 01 08:16:05 GMT 2025","passed","Tue Jul 01 08:16:10 GMT 2025","","tests.api_UI.LoginTest","tests.api_UI.LoginTest","loginUITest"
"","4152","Успешная авторизация через API и проверка имени пользователя в профиле через UI","","Tue Jul 01 08:16:10 GMT 2025","passed","Tue Jul 01 08:16:14 GMT 2025","","tests.api_UI.LoginTest","tests.api_UI.LoginTest","successfulLoginWithApiTest"
"","6605","Добавлены книги: Understanding ECMAScript 6, Designing Evolvable Web APIs with ASP.NET, You Don't Know JS, Eloquent JavaScript, Second Edition","","Tue Jul 01 08:15:48 GMT 2025","passed","Tue Jul 01 08:15:54 GMT 2025","","tests.api_UI.AddBookTest","tests.api_UI.AddBookTest","booksShouldAppearInUserProfileAfterApiAddition"
"","1095","Добавление несуществующей книги в профиль пользователя","","Tue Jul 01 08:15:43 GMT 2025","passed","Tue Jul 01 08:15:44 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addMoreBooks"
"","3342","Добавление книги в профиль пользователя без авторизационных данных","","Tue Jul 01 08:15:36 GMT 2025","passed","Tue Jul 01 08:15:39 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addBookWithoutLogin"
"","743","Отправка пустого списка книг в теле запроса","","Tue Jul 01 08:15:39 GMT 2025","passed","Tue Jul 01 08:15:40 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addZeroBook"
"","5920","Удаление всех книг из профиля пользователя","","Tue Jul 01 08:15:59 GMT 2025","passed","Tue Jul 01 08:16:05 GMT 2025","","tests.api_UI.DeleteBookTest","tests.api_UI.DeleteBookTest","deleteAllBooksFromUserProfile"
