"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2640","Добавление нескольких случайных книг в профиль пользователя","","Mon Jun 30 11:35:40 GMT 2025","passed","Mon Jun 30 11:35:43 GMT 2025","","tests.api.AddBookTest","tests.api.AddBookTest","addBooks"
"","2614","Повторное добавление книги в профиль пользователя","","Mon Jun 30 11:35:36 GMT 2025","passed","Mon Jun 30 11:35:39 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","repeatAddBook"
"","711","Отправка пустого списка книг в теле запроса","","Mon Jun 30 11:35:36 GMT 2025","passed","Mon Jun 30 11:35:36 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addZeroBook"
"","1110","Добавление несуществующей книги в профиль пользователя","","Mon Jun 30 11:35:39 GMT 2025","passed","Mon Jun 30 11:35:40 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addMoreBooks"
"","4320","Добавлена книга: Learning JavaScript Design Patterns","","Mon Jun 30 11:35:52 GMT 2025","passed","Mon Jun 30 11:35:56 GMT 2025","","tests.api_UI.AddBookTest","tests.api_UI.AddBookTest","bookShouldAppearInProfileAfterApiAddition"
"","4766","Удаление всех книг из корзины пользователя","","Mon Jun 30 11:35:56 GMT 2025","passed","Mon Jun 30 11:36:01 GMT 2025","","tests.api_UI.DeleteBookTest","tests.api_UI.DeleteBookTest","deleteAllBooks"
"","7380","Добавлены книги: Understanding ECMAScript 6, Git Pocket Guide, Eloquent JavaScript, Second Edition, Designing Evolvable Web APIs with ASP.NET","","Mon Jun 30 11:35:44 GMT 2025","passed","Mon Jun 30 11:35:52 GMT 2025","","tests.api_UI.AddBookTest","tests.api_UI.AddBookTest","addBooks"
"","1526","Добавление одной случайной книги в профиль пользователя","","Mon Jun 30 11:35:43 GMT 2025","passed","Mon Jun 30 11:35:44 GMT 2025","","tests.api.AddBookTest","tests.api.AddBookTest","addBook"
"","3512","Добавление книги в профиль пользователя без авторизационных данных","","Mon Jun 30 11:35:32 GMT 2025","passed","Mon Jun 30 11:35:35 GMT 2025","","tests.api.AddBookErrorTest","tests.api.AddBookErrorTest","addBookWithoutLogin"
"","4416","Успешная авторизация через UI","","Mon Jun 30 11:36:01 GMT 2025","passed","Mon Jun 30 11:36:05 GMT 2025","","tests.api_UI.LoginTest","tests.api_UI.LoginTest","loginUITest"
"","0","Удаление нескольких книг из корзины пользователя","","Mon Jun 30 11:36:01 GMT 2025","skipped","Mon Jun 30 11:36:01 GMT 2025","","tests.api_UI.DeleteBookTest","tests.api_UI.DeleteBookTest","deleteBook"
"","2946","Успешная авторизация через API и проверка имени пользователя в профиле через UI","","Mon Jun 30 11:36:05 GMT 2025","passed","Mon Jun 30 11:36:08 GMT 2025","","tests.api_UI.LoginTest","tests.api_UI.LoginTest","successfulLoginWithApiTest"
