"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Авторизация","0","Авторизация через UI","2","0","","0"
"0","Книги в корзине","0","Добавление книг","2","0","","0"
"0","Книги в корзине","0","Удаление книг","1","1","","0"
